record_id,product_family_id,source,source_url,collection_date,observed_title,category,subcategory,competitor_type,display_currency,original_price,cleaned_price,price_basis,duration_minutes,group_model,language,rating_scale,rating_value,review_count,positioning,differentiating_features,duplicate_note,missing_data_flag,evidence_class,confidence,status,source_owner,product_detail_url,operator_name,operator_product_reference,observation_datetime,service_date,participant_profile,option_observed,display_context,promotion_flag,reference_price_original,normalized_currency,normalized_price,fx_rate,fx_rate_date,itinerary_summary,inclusions_summary,meeting_point,cancellation_summary,duplicate_candidate_group,duplicate_review_status,transformation_note,collection_stage,reviewer,last_reviewed
APD02-068,,GYG,https://www.getyourguide.com/amsterdam-l36/amsterdam-self-guided-foodie-tour-with-8-stops-t426248/,2026-08-23,Amsterdam: Self-Guided Food Tour in De Pijp Neighbourhood,Self-guided,self-guided food route,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,,self-guided,NOT_DISPLAYED,5,4.1,21,flexible self-guided street-food discovery,8-stop concept; Albert Cuyp market; Dutch and international specialities,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,GetYourGuide,https://www.getyourguide.com/amsterdam-l36/amsterdam-self-guided-foodie-tour-with-8-stops-t426248/,,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Valid for 7 days; price not stably exposed in retrieved public page.,NO,,,,,,,,,Free cancellation up to 24 hours before start,DUP-DEPIJP-SELF-FOOD,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-069,,VOICEMAP,https://voicemap.me/tour/amsterdam/an-amsterdam-introduction-from-fishing-hamlet-to-trading-centre,2026-08-23,An Amsterdam Introduction: From Fishing Hamlet to Trading Centre,Walking,history introduction,DIRECT,USD,$8.99,8.99,per_person,60,self-guided,English,,,221,history/origins,25 locations; offline GPS audio,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/an-amsterdam-introduction-from-fishing-hamlet-to-trading-centre,Edmond Van Putte,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-070,,VOICEMAP,https://voicemap.me/tour/amsterdam/old-amsterdam-a-walking-tour-through-the-east-side-and-jewish-district/sites/entrepotdok,2026-08-23,Old Amsterdam: A Walking Tour through the East Side and Jewish District,Walking,Jewish and maritime history,DIRECT,USD,$11.99,11.99,per_person,120,self-guided,English,,,152,Jewish and maritime history,docklands; Jewish district; canals,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/old-amsterdam-a-walking-tour-through-the-east-side-and-jewish-district/sites/entrepotdok,Edmond Van Putte,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-071,,VOICEMAP,https://voicemap.me/tour/amsterdam/power-and-politics-an-amsterdam-audio-tour-with-context,2026-08-23,Power and Politics: An Amsterdam Audio Tour with Context,Walking,Golden Age power and politics,DIRECT,USD,$19.99,19.99,per_person,90,self-guided,English,,,51,context-led history,41 locations; trade; slavery; Golden Age context,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/power-and-politics-an-amsterdam-audio-tour-with-context,Context Travel,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-072,,VOICEMAP,https://voicemap.me/tour/amsterdam/red-lights-trade-and-tolerance-a-tour-of-amsterdam-s-old-centre,2026-08-23,"Red Lights, Trade and Tolerance: A Tour of Amsterdam’s Old Centre",Walking,old centre social history,DIRECT,USD,$14.99,14.99,per_person,90,self-guided,English,,,15,tolerance and old-centre history,30 locations; offline GPS audio,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/red-lights-trade-and-tolerance-a-tour-of-amsterdam-s-old-centre,Time Travel Amsterdam,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-073,,VOICEMAP,https://voicemap.me/tour/amsterdam/the-dutch-invented-that-an-irreverent-amsterdam-tour,2026-08-23,The Dutch Invented That: An Irreverent Amsterdam Tour,Walking,Dutch inventions and culture,DIRECT,USD,$9.99,9.99,per_person,60,self-guided,English,,,18,irreverent cultural history,24 locations; bikes; capitalism; water management,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/the-dutch-invented-that-an-irreverent-amsterdam-tour,Greg Shapiro,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-074,,VOICEMAP,https://voicemap.me/tour/amsterdam/vondelpark-old-west-neighbourhood/sites,2026-08-23,Vondelpark and Old West Neighbourhood: Amsterdam’s Green Heart,Walking,Vondelpark and Oud-West,DIRECT,USD,$8.99,8.99,per_person,60,self-guided,English,,,80,neighbourhood and park,29 locations; park; local neighbourhood,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/vondelpark-old-west-neighbourhood/sites,Wilhelmus,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-075,,VOICEMAP,https://voicemap.me/tour/amsterdam/vibrant-amsterdam-east-a-story-of-urban-revival-beyond-the-canals/sites/timorplein,2026-08-23,Vibrant Amsterdam East: A Story of Urban Revival Beyond the Canals,Walking,Amsterdam East urban revival,DIRECT,USD,$7.99,7.99,per_person,90,self-guided,English,,,3,off-centre neighbourhood discovery,architecture; food; urban revival,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/vibrant-amsterdam-east-a-story-of-urban-revival-beyond-the-canals/sites/timorplein,Bart,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-076,,VOICEMAP,https://voicemap.me/tour/amsterdam/a-tasty-stroll-around-the-cool-spots-of-the-pijp/sites,2026-08-23,A Tasty Stroll Around The Cool Spots of the Pijp,Self-guided,De Pijp food neighbourhood audio walk,DIRECT,USD,$8.99,8.99,per_person,60,self-guided,English,,,18,self-guided food/neighbourhood,22 locations; local food and drink stops,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/a-tasty-stroll-around-the-cool-spots-of-the-pijp/sites,Susam,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-077,,VOICEMAP,https://voicemap.me/tour/amsterdam/red-light-district/sites/nieuwmarkt,2026-08-23,Red Light District,Self-guided,Red Light District audio walk,DIRECT,USD,$9.99,9.99,per_person,60,self-guided,English,,,171,Red Light District social context,22 locations; neighbourhood stories,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/red-light-district/sites/nieuwmarkt,Republic of Amsterdam Radio,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-078,,VOICEMAP,https://voicemap.me/tour/amsterdam/family-friendly-amsterdam-a-walking-tour-for-adults-and-kids/sites,2026-08-23,Family-Friendly Amsterdam: A Walking Tour for Adults and Kids,Self-guided,family audio walk,DIRECT,USD,$9.99,9.99,per_person,45,self-guided,English,,,1,family interpretation,32 locations; canal mysteries; child-friendly storytelling,,NOT_ASSESSED,Observed Data,false,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/family-friendly-amsterdam-a-walking-tour-for-adults-and-kids/sites,Abel Studios,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,VoiceMap public product/catalogue page; permanent offline access after purchase.,NO,,,,,,,,,,,,High,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-079,,IAMSTERDAM,https://www.iamsterdam.com/en/whats-on/calendar/attractions-and-sights/tours/amsterdam-walking-tour-youre-perfect-introduction-to-the-city,2026-08-23,Amsterdam Walking Tour - Your perfect introduction to the city,Walking,city introduction,DIRECT,INCLUDED,Included with I amsterdam City Card,,included,120,small group,NOT_DISPLAYED,,,,destination-platform endorsed introduction,Max 15; history/culture/local-life; City Card benefit,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,I amsterdam,https://www.iamsterdam.com/en/whats-on/calendar/attractions-and-sights/tours/amsterdam-walking-tour-youre-perfect-introduction-to-the-city,Who Is Amsterdam,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,I amsterdam page states the tour is free with City Card and advance booking is required.,NO,,,,,,,,"National Monument, Dam Square",,DUP-WHOISAMSTERDAM-INTRO,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-080,,IAMSTERDAM,https://www.iamsterdam.com/en/whats-on/calendar/attractions-and-sights/tours/free-walking-tours-amsterdam,2026-08-23,Free Walking Tours Amsterdam,Walking,tip-based city introduction,DIRECT,TIP_BASED,Tip based,,tip_based,120,shared,NOT_DISPLAYED,,,,low-entry-price city orientation,local storytellers; canals; trade; tolerance; WWII; local tips,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,I amsterdam,https://www.iamsterdam.com/en/whats-on/calendar/attractions-and-sights/tours/free-walking-tours-amsterdam,Guided Tour Holland,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,I amsterdam destination listing explicitly describes a free/tip-based two-hour tour.,NO,,,,,,,,"National Monument, Dam Square",,DUP-FREE-WALK-INTRO,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-081,,IAMSTERDAM,https://www.iamsterdam.com/en/whats-on/calendar/attractions-and-sights/tours/anne-frank-walk,2026-08-23,Anne Frank Walk,Self-guided,Anne Frank immersive mobile walk,DIRECT,INCLUDED,Included with I amsterdam City Card,,included,,self-guided,NOT_DISPLAYED,,,,immersive Anne Frank story across the city,12+ significant locations; smartphone audio/video; own pace,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,I amsterdam,https://www.iamsterdam.com/en/whats-on/calendar/attractions-and-sights/tours/anne-frank-walk,Anne Frank Walk,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,I amsterdam page states City Card access via smartphone and no timeslot needed.,NO,,,,,,,,Westermarkt 74,,DUP-ANNE-FRANK-MOBILE,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-082,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-amsterdam-red-light-district-audio-tour-p1029334/,2026-08-23,Amsterdam: Red Light District Audio Tour,Self-guided,Red Light District smartphone audio,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,,self-guided,English;Greek,,,,smartphone audio tour of Red Light District,offline content; interactive map; Oude Kerk; Nieuwmarkt,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,Tiqets,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-amsterdam-red-light-district-audio-tour-p1029334/,Tiqets International B.V.,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Public product page exposed inclusion/language/cancellation details but no stable price in retrieved page.,NO,,,,,,,Smartphone audio tour; offline content; interactive map,Dam Square,Free cancellation until 24 hours before visit,DUP-RLD-AUDIO,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-083,,UCPLACES,https://www.ucplaces.com/usertourinfo/1892-amsterdam-walking-tour-netherlands-history-culture-main-sites-self-guided-gps-audio-tour-,2026-08-23,"Amsterdam Walking Tour, Netherlands - History, Culture & Main Sites (Self-Guided / GPS Audio Tour)",Self-guided,GPS audio highlights route,DIRECT,USD,$15,15,per_person,162,self-guided,English,,,,broad city highlights by GPS audio,35 POIs; 4.63 miles; GPS-triggered audio,Potential cross-platform/product-family overlap; requires identity review.,false,Observed Data,High,FULL,UCPlaces,https://www.ucplaces.com/usertourinfo/1892-amsterdam-walking-tour-netherlands-history-culture-main-sites-self-guided-gps-audio-tour-,UCPlaces,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Public product page displayed $15 and 2h42m duration.,NO,,,,,,,,,,DUP-SELF-GUIDED-HIGHLIGHTS,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-084,,VOICEMAP,https://voicemap.me/tour/amsterdam/space-tourist-amsterdam-explore-the-city-s-cosmic-side-by-public-transport,2026-08-23,Space Tourist Amsterdam: Explore the City’s Cosmic Side by Public Transport,Hybrid,walking and public-transport audio tour,DIRECT,USD,$4.99,4.99,per_person,150,self-guided,English,,,5,niche space-industry themed city exploration,45 locations; walking/tram/bus; museums/universities/business context,Potential cross-platform/product-family overlap; requires identity review.,false,Observed Data,High,FULL,VoiceMap,https://voicemap.me/tour/amsterdam/space-tourist-amsterdam-explore-the-city-s-cosmic-side-by-public-transport,Alexandra Sokolowski,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Public product page displayed $4.99 and 150-minute duration.,NO,,,,,,,,De Gooyer Windmill,,DUP-SPACE-TOUR,NOT_ASSESSED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-085,,EXPEDIA,https://www.expedia.com/things-to-do/top-10-tastings-of-amsterdam-food-culture-bike-tour.a51777590.activity-details,2026-08-23,Top 10 Tastings of Amsterdam: Food & Culture Bike Tour,Hybrid,guided bike and food tasting,DIRECT,USD,$94.06,94.06,per_person,180,small group,English,,,,food culture interpreted by bicycle,10 tastings; drinks; city bike; canals and Jordaan,,false,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/top-10-tastings-of-amsterdam-food-culture-bike-tour.a51777590.activity-details,Flagship Bike Tours,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia public activity page displayed $94.06 for 1 adult and 3h duration.,NO,,,,,,,10 tastings; four drinks; 3-speed bike; guide; helmet on request; water,Nieuwezijds Voorburgwal 101,,DUP-FLAGSHIP-FOOD-BIKE,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-086,,EXPEDIA,https://www.expedia.com/things-to-do/explore-amsterdam-canals-on-iconic-flower-bikes.a50020975.activity-details,2026-08-23,Explore Amsterdam canals on iconic Flower Bikes,Cycling,guided flower-bike city tour,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,,shared,English,,,,visual/iconic cycling exploration,Anne Frank House; Jordaan; canal ring; Vondelpark; Rijksmuseum,,true,Observed Data,Medium,FULL,Expedia,https://www.expedia.com/things-to-do/explore-amsterdam-canals-on-iconic-flower-bikes.a50020975.activity-details,,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia public activity page exposed itinerary and English guide; stable price/duration not retained in retrieved result.,NO,,,,,,,,,,DUP-FLOWER-BIKE,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-087,,EXPEDIA,https://www.expedia.com/things-to-do/amsterdam-top-highlights-city-bike-tour.a49586539.activity-details,2026-08-23,Amsterdam City Top Highlights Guided Bike Tour,Cycling,guided city highlights bike tour,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,,shared,NOT_DISPLAYED,,,,city highlights by bicycle,canal ring; Vondelpark; Rijksmuseum; Dam Square; Red Light District,,true,Observed Data,Medium,FULL,Expedia,https://www.expedia.com/things-to-do/amsterdam-top-highlights-city-bike-tour.a49586539.activity-details,Flagship Bike Tours,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia public activity page exposed detailed Amsterdam bike itinerary; stable price/duration not retained.,NO,,,,,,,,Nieuwezijds Voorburgwal 101,,DUP-FLAGSHIP-HIGHLIGHTS-BIKE,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-088,,EXPEDIA,https://www.expedia.com/things-to-do/amsterdam-mikes-city-bike-tour-the-highlights.a48181979.activity-details,2026-08-23,Amsterdam: Explore the City Highlights by Bike,Cycling,small-group city bike highlights,DIRECT,USD,$44.34,44.34,per_person,150,small group,English,5,9.8,32,local-style Amsterdam cycling,Dutch city bike; canals; Jordaan; Vondelpark; safety briefing; max 15,,false,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/amsterdam-mikes-city-bike-tour-the-highlights.a48181979.activity-details,Amsterdam Bike Tours,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia page displayed $44.34 for 1 adult and 2h30m.,NO,,,,,,,Dutch city bike; English-speaking guide; helmet on request; rain jacket,Oosterdoksstraat 106,,DUP-MIKES-HIGHLIGHTS-BIKE,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-089,,EXPEDIA,https://www.expedia.com/things-to-do/amsterdam-recorrido-en-bicicleta-de-2-5-horas.a5209568.detalles-actividades,2026-08-23,Amsterdam: 2.5-Hour Bike Tour,Cycling,guided canal-belt bike tour,DIRECT,USD,$43,43,per_person,150,shared,Multiple languages,5,9.0,65,local Amsterdam cycling,canal belt; Vondelpark; hidden gems; bike paths,,false,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/amsterdam-recorrido-en-bicicleta-de-2-5-horas.a5209568.detalles-actividades,A-Bike rental and tours,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia page displayed $43 per adult and 2h30m.,NO,,,,,,,,Oosterdoksstraat 106,,DUP-ABIKE-25H,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-090,,EXPEDIA,https://www.expedia.com/things-to-do/10-tastes-of-amsterdam-food-tour-by-unesco-canals-and-jordaan.a45036719.activity-details,2026-08-23,"10 Tastes of Amsterdam Food Tour: Small Group, Full Meal & Drinks",Food,guided food walking tour,DIRECT,USD,$98.56,98.56,per_person,180,small group,English,,,,full-meal food storytelling,10+ tastings; 5+ eateries; Spui; Nine Streets; Jordaan; max 12,,false,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/10-tastes-of-amsterdam-food-tour-by-unesco-canals-and-jordaan.a45036719.activity-details,,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia page displayed promotional $98.56 for 1 adult; reference price $109.51.,YES,$109.51,,,,,,,"Gastrovino Amsterdam, Spuistraat 330",,DUP-10-TASTES-FOOD,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-091,,EXPEDIA,https://www.expedia.com/things-to-do/go-city-amsterdam-explorer-pass-choose-3-to-7-attractions.a44869587.activity-details,2026-08-23,Amsterdam Explorer Pass: Save up to 50 Percent - Includes Moco Museum,Pass/Attraction,multi-attraction explorer pass,SUBSTITUTE,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,43200,self-guided,NOT_DISPLAYED,,,,choice-based attraction pass,choose 3-5 attractions; 30 days after activation; canal cruise; Moco; Dungeon; THIS IS HOLLAND; AMAZE,,true,Observed Data,Medium,FULL,Expedia,https://www.expedia.com/things-to-do/go-city-amsterdam-explorer-pass-choose-3-to-7-attractions.a44869587.activity-details,Go City,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia public page described choice-based pass; stable price not retained.,NO,,,,,,,,,,DUP-GOCITY-EXPLORER,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-092,,EXPEDIA,https://www.expedia.com/things-to-do/go-city-amsterdam-all-inclusive-pass-with-25-attractions.a5292912.activity-details,2026-08-23,Amsterdam All-Inclusive Pass: Save up to 50 Percent - Includes Rijksmuseum,Pass/Attraction,multi-day all-inclusive attraction pass,SUBSTITUTE,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,1440,self-guided,NOT_DISPLAYED,,,,high-volume attraction bundling,1-5 day pass; Rijksmuseum; Heineken; Moco; A’DAM; canal cruise; tours,,true,Observed Data,Medium,FULL,Expedia,https://www.expedia.com/things-to-do/go-city-amsterdam-all-inclusive-pass-with-25-attractions.a5292912.activity-details,Go City,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia public page described all-inclusive Amsterdam pass; stable price not retained.,NO,,,,,,,,,,DUP-GOCITY-ALLINC,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-093,PF-THIS-IS-HOLLAND-ENTRY,EXPEDIA,https://www.expedia.com/things-to-do/ticket-to-the-ultimate-5d-flight-experience-at-this-is-holland.a919370.activity-details,2026-08-23,Amsterdam: THIS IS HOLLAND - The Ultimate Flight Experience,Performance/Other,5D flight attraction,SUBSTITUTE,USD,$26.72,26.72,per_person,60,shared,Multiple languages,5,9.8,89,immersive Netherlands overview,5D flying theater; wind; mist; scents; 22 locations,,false,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/ticket-to-the-ultimate-5d-flight-experience-at-this-is-holland.a919370.activity-details,THIS IS HOLLAND,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia page displayed $26.72 for 1 adult and 1h.,NO,,,,,,,Ultimate Flight Experience; Wi-Fi,Overhoeksplein 51,,DUP-THIS-IS-HOLLAND-ENTRY,CONFIRMED_SAME_FAMILY,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-094,PF-AMAZE-ENTRY,EXPEDIA,https://www.expedia.com/things-to-do/amaze-amsterdam-immersive-audiovisual-experience.a4794919.activity-details,2026-08-23,Amsterdam: AMAZE Immersive Light & Sound Experience,Performance/Other,immersive audiovisual attraction,SUBSTITUTE,USD,$37.55,37.55,per_person,60,shared,NOT_DISPLAYED,5,8.6,1042,multi-sensory immersive entertainment,"8 interactive rooms; lasers; spatial sound; 3,000 m²",,true,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/amaze-amsterdam-immersive-audiovisual-experience.a4794919.activity-details,AMAZE,,2026-08-23T00:46:00+04:00,,1 adult standard participant,1-Day FLEX ticket,Expedia page displayed $37.55 FLEX ticket for 1 adult and 1h.,NO,,,,,,,Entry; locker; multi-sensory interactive worlds,Elementenstraat 25,,DUP-AMAZE-ENTRY,CONFIRMED_SAME_FAMILY,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-095,PF-AMSTERDAM-DUNGEON-ENTRY,EXPEDIA,https://www.expedia.com/things-to-do/the-amsterdam-dungeon-admission-ticket.a50249484.activity-details,2026-08-23,The Amsterdam Dungeon Admission Ticket,Performance/Other,live-actor historical attraction,SUBSTITUTE,USD,$31.07,31.07,per_person,120,shared,Dutch;English,,,,dark-history theatrical entertainment,9 shows; live actors; 500 years of history; interactive scares,,false,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/the-amsterdam-dungeon-admission-ticket.a50249484.activity-details,Merlin Entertainments,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia page displayed $31.07 standard same-day ticket; listing feature duration 2h.,NO,,,,,,,,Rokin 78,,DUP-AMSTERDAM-DUNGEON-ENTRY,CONFIRMED_SAME_FAMILY,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-096,,EXPEDIA,https://www.expedia.com/things-to-do/madame-tussauds-amsterdam-admission-ticket.a50249749.activity-details,2026-08-23,Madame Tussauds Amsterdam Admission Ticket,Pass/Attraction,interactive wax attraction,SUBSTITUTE,USD,$27.32,27.32,per_person,120,shared,NOT_DISPLAYED,,,,celebrity interactive attraction,wax figures; interactive photo sets; Marvel area,,true,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/madame-tussauds-amsterdam-admission-ticket.a50249749.activity-details,Merlin Entertainments,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,Expedia page displayed $27.32 for standard same-day late ticket and 2h listing duration.,NO,,,,,,,,Dam 20,,DUP-MADAME-TUSSAUDS-ENTRY,REVIEW_REQUIRED,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
APD02-097,PF-MOCO-ENTRY,EXPEDIA,https://www.expedia.com/things-to-do/official-tickets-moco-modern-contemporary-art-museum.a50581336.activity-details,2026-08-23,"Moco Museum: Banksy, Basquiat, Warhol, Kusama & More",Pass/Attraction,modern art museum admission,SUBSTITUTE,USD,$22.82,22.82,per_person,90,self-guided,Multiple languages,,,,modern/contemporary and immersive art,100+ works; 35+ artists; digital spaces; audio guide,,false,Observed Data,High,FULL,Expedia,https://www.expedia.com/things-to-do/official-tickets-moco-modern-contemporary-art-museum.a50581336.activity-details,Moco Museum,,2026-08-23T00:46:00+04:00,,1 adult standard participant,Standard/publicly displayed option,"Expedia page displayed $22.82 for 1 adult, 1h30m.",NO,,,,,,,Museum admission; web audio guide; Wi-Fi; all exhibitions,Honthorststraat 20,,DUP-MOCO-ENTRY,CONFIRMED_SAME_FAMILY,Phase 2C gap-led public-page observation; no FX normalization. Common service-date checkout and second-review QA remain pending.,REVIEWED,OpenAI research pass 3,2026-08-23
