id,name,type,category,emirate,area,zone,zoneCode,maps,source,verified
"uae-shj-al-khan-culture-site-2","Palace Al Khan Heritage Site 2","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Palace%20Al%20Khan%20Heritage%20Site%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-culture-site-3","Harbour Al Khan Cultural Centre 3","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Harbour%20Al%20Khan%20Cultural%20Centre%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-culture-site-4","Oasis Al Khan Fort 4","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Oasis%20Al%20Khan%20Fort%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-culture-site-5","Skyline Al Khan Majlis 5","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Skyline%20Al%20Khan%20Majlis%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-culture-site-6","Metro Al Khan Heritage Site 6","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Metro%20Al%20Khan%20Heritage%20Site%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-culture-site-7","Cultural Al Khan Cultural Centre 7","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Cultural%20Al%20Khan%20Cultural%20Centre%207%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-culture-site-8","Golden Al Khan Fort 8","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Golden%20Al%20Khan%20Fort%208%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-culture-site-9","Palm Al Khan Majlis 9","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Palm%20Al%20Khan%20Majlis%209%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-culture-site-10","Grand Al Khan Heritage Site 10","Culture Site","Culture Site","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Grand%20Al%20Khan%20Heritage%20Site%2010%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-transport-hub-1","Palace Al Khan Cruise Terminal 1","Transport Hub","Transport Hub","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Palace%20Al%20Khan%20Cruise%20Terminal%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-transport-hub-2","Harbour Al Khan Bus Station 2","Transport Hub","Transport Hub","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Harbour%20Al%20Khan%20Bus%20Station%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-transport-hub-3","Oasis Al Khan Airport Meet Point 3","Transport Hub","Transport Hub","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Oasis%20Al%20Khan%20Airport%20Meet%20Point%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-transport-hub-4","Skyline Al Khan Cruise Terminal 4","Transport Hub","Transport Hub","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Skyline%20Al%20Khan%20Cruise%20Terminal%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-transport-hub-5","Metro Al Khan Bus Station 5","Transport Hub","Transport Hub","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Metro%20Al%20Khan%20Bus%20Station%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-beach-1","Harbour Al Khan Beach 1","Beach","Beach","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Harbour%20Al%20Khan%20Beach%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-beach-2","Oasis Al Khan Beach Park 2","Beach","Beach","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Oasis%20Al%20Khan%20Beach%20Park%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-beach-3","Skyline Al Khan Corniche 3","Beach","Beach","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Skyline%20Al%20Khan%20Corniche%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-beach-4","Metro Al Khan Beach 4","Beach","Beach","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Metro%20Al%20Khan%20Beach%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-beach-5","Cultural Al Khan Beach Park 5","Beach","Beach","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Cultural%20Al%20Khan%20Beach%20Park%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-beach-6","Golden Al Khan Corniche 6","Beach","Beach","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Golden%20Al%20Khan%20Corniche%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-outdoor-1","Oasis Al Khan Mountain Viewpoint 1","Outdoor","Outdoor","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Oasis%20Al%20Khan%20Mountain%20Viewpoint%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-outdoor-2","Skyline Al Khan Nature Reserve 2","Outdoor","Outdoor","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Skyline%20Al%20Khan%20Nature%20Reserve%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-outdoor-3","Metro Al Khan Desert Camp 3","Outdoor","Outdoor","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Metro%20Al%20Khan%20Desert%20Camp%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-outdoor-4","Cultural Al Khan Mountain Viewpoint 4","Outdoor","Outdoor","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Cultural%20Al%20Khan%20Mountain%20Viewpoint%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-outdoor-5","Golden Al Khan Nature Reserve 5","Outdoor","Outdoor","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Golden%20Al%20Khan%20Nature%20Reserve%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-outdoor-6","Palm Al Khan Desert Camp 6","Outdoor","Outdoor","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Palm%20Al%20Khan%20Desert%20Camp%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-market-1","Skyline Al Khan Bazaar 1","Market","Market","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Skyline%20Al%20Khan%20Bazaar%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-market-2","Metro Al Khan Souq 2","Market","Market","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Metro%20Al%20Khan%20Souq%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-market-3","Cultural Al Khan Market 3","Market","Market","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Cultural%20Al%20Khan%20Market%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-market-4","Golden Al Khan Bazaar 4","Market","Market","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Golden%20Al%20Khan%20Bazaar%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-market-5","Palm Al Khan Souq 5","Market","Market","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Palm%20Al%20Khan%20Souq%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-market-6","Grand Al Khan Market 6","Market","Market","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Grand%20Al%20Khan%20Market%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-restaurant-area-1","Metro Al Khan Dining District 1","Restaurant Area","Restaurant Area","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Metro%20Al%20Khan%20Dining%20District%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-restaurant-area-2","Cultural Al Khan Restaurant Village 2","Restaurant Area","Restaurant Area","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Cultural%20Al%20Khan%20Restaurant%20Village%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-restaurant-area-3","Golden Al Khan Food Hall 3","Restaurant Area","Restaurant Area","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Golden%20Al%20Khan%20Food%20Hall%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-restaurant-area-4","Palm Al Khan Dining District 4","Restaurant Area","Restaurant Area","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Palm%20Al%20Khan%20Dining%20District%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-restaurant-area-5","Grand Al Khan Restaurant Village 5","Restaurant Area","Restaurant Area","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Grand%20Al%20Khan%20Restaurant%20Village%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-restaurant-area-6","Royal Al Khan Food Hall 6","Restaurant Area","Restaurant Area","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Royal%20Al%20Khan%20Food%20Hall%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-event-venue-1","Cultural Al Khan Event Hall 1","Event Venue","Event Venue","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Cultural%20Al%20Khan%20Event%20Hall%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-event-venue-2","Golden Al Khan Arena 2","Event Venue","Event Venue","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Golden%20Al%20Khan%20Arena%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-event-venue-3","Palm Al Khan Exhibition Centre 3","Event Venue","Event Venue","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Palm%20Al%20Khan%20Exhibition%20Centre%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-event-venue-4","Grand Al Khan Event Hall 4","Event Venue","Event Venue","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Grand%20Al%20Khan%20Event%20Hall%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-event-venue-5","Royal Al Khan Arena 5","Event Venue","Event Venue","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=Royal%20Al%20Khan%20Arena%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-al-khan-event-venue-6","City Al Khan Exhibition Centre 6","Event Venue","Event Venue","Sharjah","Al Khan","Al Khan","Z6","https://maps.google.com/?q=City%20Al%20Khan%20Exhibition%20Centre%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-1","Golden Heart of Sharjah Resort 1","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Golden%20Heart%20of%20Sharjah%20Resort%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-2","Palm Heart of Sharjah Residence 2","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palm%20Heart%20of%20Sharjah%20Residence%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-3","Grand Heart of Sharjah Collection 3","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Grand%20Heart%20of%20Sharjah%20Collection%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-4","Royal Heart of Sharjah Tower 4","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Royal%20Heart%20of%20Sharjah%20Tower%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-5","City Heart of Sharjah Apartments 5","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=City%20Heart%20of%20Sharjah%20Apartments%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-6","Pearl Heart of Sharjah Hotel 6","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Pearl%20Heart%20of%20Sharjah%20Hotel%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-7","Marina Heart of Sharjah Suites 7","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Marina%20Heart%20of%20Sharjah%20Suites%207%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-8","Creek Heart of Sharjah Resort 8","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Resort%208%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-9","Heritage Heart of Sharjah Residence 9","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Residence%209%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-10","Central Heart of Sharjah Collection 10","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Collection%2010%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-11","Vista Heart of Sharjah Tower 11","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Tower%2011%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-12","Elite Heart of Sharjah Apartments 12","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Apartments%2012%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-13","Signature Heart of Sharjah Hotel 13","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Hotel%2013%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-14","Garden Heart of Sharjah Suites 14","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Suites%2014%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-15","Palace Heart of Sharjah Resort 15","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palace%20Heart%20of%20Sharjah%20Resort%2015%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-16","Harbour Heart of Sharjah Residence 16","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Harbour%20Heart%20of%20Sharjah%20Residence%2016%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-17","Oasis Heart of Sharjah Collection 17","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Oasis%20Heart%20of%20Sharjah%20Collection%2017%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-18","Skyline Heart of Sharjah Tower 18","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Skyline%20Heart%20of%20Sharjah%20Tower%2018%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-19","Metro Heart of Sharjah Apartments 19","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Metro%20Heart%20of%20Sharjah%20Apartments%2019%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-20","Cultural Heart of Sharjah Hotel 20","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Cultural%20Heart%20of%20Sharjah%20Hotel%2020%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-21","Golden Heart of Sharjah Suites 21","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Golden%20Heart%20of%20Sharjah%20Suites%2021%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-22","Palm Heart of Sharjah Resort 22","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palm%20Heart%20of%20Sharjah%20Resort%2022%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-23","Grand Heart of Sharjah Residence 23","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Grand%20Heart%20of%20Sharjah%20Residence%2023%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-24","Royal Heart of Sharjah Collection 24","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Royal%20Heart%20of%20Sharjah%20Collection%2024%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-25","City Heart of Sharjah Tower 25","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=City%20Heart%20of%20Sharjah%20Tower%2025%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-26","Pearl Heart of Sharjah Apartments 26","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Pearl%20Heart%20of%20Sharjah%20Apartments%2026%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-27","Marina Heart of Sharjah Hotel 27","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Marina%20Heart%20of%20Sharjah%20Hotel%2027%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-28","Creek Heart of Sharjah Suites 28","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Suites%2028%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-29","Heritage Heart of Sharjah Resort 29","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Resort%2029%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-30","Central Heart of Sharjah Residence 30","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Residence%2030%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-31","Vista Heart of Sharjah Collection 31","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Collection%2031%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-32","Elite Heart of Sharjah Tower 32","Hotel","Hotel","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Tower%2032%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-1","Palm Heart of Sharjah Hotel Apartments 1","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palm%20Heart%20of%20Sharjah%20Hotel%20Apartments%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-2","Grand Heart of Sharjah Residence 2","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Grand%20Heart%20of%20Sharjah%20Residence%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-3","Royal Heart of Sharjah Executive Apartments 3","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Royal%20Heart%20of%20Sharjah%20Executive%20Apartments%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-4","City Heart of Sharjah Hotel Apartments 4","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=City%20Heart%20of%20Sharjah%20Hotel%20Apartments%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-5","Pearl Heart of Sharjah Residence 5","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Pearl%20Heart%20of%20Sharjah%20Residence%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-6","Marina Heart of Sharjah Executive Apartments 6","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Marina%20Heart%20of%20Sharjah%20Executive%20Apartments%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-7","Creek Heart of Sharjah Hotel Apartments 7","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Hotel%20Apartments%207%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-8","Heritage Heart of Sharjah Residence 8","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Residence%208%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-9","Central Heart of Sharjah Executive Apartments 9","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Executive%20Apartments%209%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-10","Vista Heart of Sharjah Hotel Apartments 10","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Hotel%20Apartments%2010%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-11","Elite Heart of Sharjah Residence 11","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Residence%2011%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-12","Signature Heart of Sharjah Executive Apartments 12","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Executive%20Apartments%2012%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-13","Garden Heart of Sharjah Hotel Apartments 13","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Hotel%20Apartments%2013%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-14","Palace Heart of Sharjah Residence 14","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palace%20Heart%20of%20Sharjah%20Residence%2014%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-15","Harbour Heart of Sharjah Executive Apartments 15","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Harbour%20Heart%20of%20Sharjah%20Executive%20Apartments%2015%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-16","Oasis Heart of Sharjah Hotel Apartments 16","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Oasis%20Heart%20of%20Sharjah%20Hotel%20Apartments%2016%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-17","Skyline Heart of Sharjah Residence 17","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Skyline%20Heart%20of%20Sharjah%20Residence%2017%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-hotel-apartment-18","Metro Heart of Sharjah Executive Apartments 18","Hotel Apartment","Hotel Apartment","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Metro%20Heart%20of%20Sharjah%20Executive%20Apartments%2018%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-1","Grand Heart of Sharjah Beach Resort 1","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Grand%20Heart%20of%20Sharjah%20Beach%20Resort%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-2","Royal Heart of Sharjah Desert Resort 2","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Royal%20Heart%20of%20Sharjah%20Desert%20Resort%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-3","City Heart of Sharjah Resort 3","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=City%20Heart%20of%20Sharjah%20Resort%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-4","Pearl Heart of Sharjah Beach Resort 4","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Pearl%20Heart%20of%20Sharjah%20Beach%20Resort%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-5","Marina Heart of Sharjah Desert Resort 5","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Marina%20Heart%20of%20Sharjah%20Desert%20Resort%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-6","Creek Heart of Sharjah Resort 6","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Resort%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-7","Heritage Heart of Sharjah Beach Resort 7","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Beach%20Resort%207%20Sharjah%20UAE","generated-seed","false"
